time,food,quantity,calories,protein,fibre,carbs,fat,date,weekday,source_sheet
,Red Lentils,80.0,104,7.52,8.48,41.6,0.48,2025-12-10,Wednesday,08DEC25
,Brown Rice,80.0,184.8,2.08,1.12,65.6,1.04,2025-12-10,Wednesday,08DEC25
,Oats,60.0,253.2,5.22,6.96,26.82,2.4,2025-12-11,Thursday,08DEC25
,Greek Yoghurt 0%,250.0,127.5,45.25,0.0,8.0,0.0,2025-12-11,Thursday,08DEC25
,Whole Milk,155.0,94.55,4.805,0.0,7.44,4.96,2025-12-11,Thursday,08DEC25
,Chia Seeds,45.0,192.14999999999998,8.685,14.715,3.9149999999999996,12.600000000000001,2025-12-11,Thursday,08DEC25
,Protein Powder,25.0,113.99999999999999,22.0,0.0,2.1999999999999997,1.9,2025-12-11,Thursday,08DEC25
,Salmon Darne (100g),2.2,444.40000000000003,40.04,0.0,5.06,29.260000000000005,2025-12-11,Thursday,08DEC25
,Mixed Vegetables,250.0,152.5,8.5,10.75,18.0,2.75,2025-12-11,Thursday,08DEC25
,Red Pepper,0.5,18.5,0.6,1.25,3.5,0.15,2025-12-11,Thursday,08DEC25
,Red Lentils,50.0,65,4.7,5.3,26.0,0.3,2025-12-11,Thursday,08DEC25
,Brown Rice,50.0,115.5,1.3,0.7000000000000001,41.0,0.65,2025-12-11,Thursday,08DEC25
,White Wrap,2.0,360,12.0,4.0,56.0,8.0,2025-12-12,Friday,08DEC25
,Milbona Skyr yogurt,1.0,252,40.2,0.0,20.4,0.8999999999999999,2025-12-12,Friday,08DEC25
,Lidl Milbona High-Protein Pudding 200g,1.0,160,20.0,0.0,10.0,3.5,2025-12-12,Friday,08DEC25
,Banana,1.0,105,1.3,3.1,27.0,0.4,2025-12-12,Friday,08DEC25
,Oats,60.0,253.2,5.22,6.96,26.82,2.4,2025-12-13,Saturday,08DEC25
,Greek Yoghurt 0%,150.0,76.5,27.15,0.0,4.8,0.0,2025-12-13,Saturday,08DEC25
,Whole Milk,170.0,103.7,5.27,0.0,8.16,5.44,2025-12-13,Saturday,08DEC25
,Chia Seeds,30.0,128.1,5.79,9.81,2.61,8.4,2025-12-13,Saturday,08DEC25
,Milled Flaxseed,15.0,79.95,3.0,4.005,1.0050000000000001,6.495,2025-12-13,Saturday,08DEC25
,Protein Powder,25.0,113.99999999999999,22.0,0.0,2.1999999999999997,1.9,2025-12-13,Saturday,08DEC25
,Low-Fat Burgers (100g),2.8,341.59999999999997,46.480000000000004,0.0,12.04,11.479999999999999,2025-12-13,Saturday,08DEC25
,Microwaveable Rice 250g packet,1.0,378,8.6,5.6,70.0,0.0,2025-12-13,Saturday,08DEC25
,Mixed Vegetables,250.0,152.5,8.5,10.75,18.0,2.75,2025-12-13,Saturday,08DEC25
,Red Pepper,0.5,18.5,0.6,1.25,3.5,0.15,2025-12-13,Saturday,08DEC25
,Oats,60.0,253.2,5.22,6.96,26.82,2.4,2025-12-14,Sunday,08DEC25
,Greek Yoghurt 0%,150.0,76.5,27.15,0.0,4.8,0.0,2025-12-14,Sunday,08DEC25
,Whole Milk,170.0,103.7,5.27,0.0,8.16,5.44,2025-12-14,Sunday,08DEC25
,Chia Seeds,30.0,128.1,5.79,9.81,2.61,8.4,2025-12-14,Sunday,08DEC25
,Milled Flaxseed,15.0,79.95,3.0,4.005,1.0050000000000001,6.495,2025-12-14,Sunday,08DEC25
,Protein Powder,25.0,113.99999999999999,22.0,0.0,2.1999999999999997,1.9,2025-12-14,Sunday,08DEC25
,Mixed Chicken,250.0,400,57.0,0.0,0.0,14.0,2025-12-14,Sunday,08DEC25
,Microwaveable Rice 250g packet,0.75,283.5,6.449999999999999,4.199999999999999,52.5,0.0,2025-12-14,Sunday,08DEC25
,Mixed Vegetables,125.0,76.25,4.25,5.375,9.0,1.375,2025-12-14,Sunday,08DEC25
,Oats,80.0,337.59999999999997,6.959999999999999,9.280000000000001,35.76,3.2,2026-01-02,Friday,29DEC25
,MyProtein Brownie,1.0,293,26.0,0.5,28.0,8.4,2026-01-02,Friday,29DEC25
,Oats,80.0,337.59999999999997,6.959999999999999,9.280000000000001,35.76,3.2,2026-01-03,Saturday,29DEC25
,Greek Yoghurt 0%,250.0,127.5,45.25,0.0,8.0,0.0,2026-01-03,Saturday,29DEC25
,Whole Milk,175.0,106.75,5.425,0.0,8.4,5.6000000000000005,2026-01-03,Saturday,29DEC25
,Protein Powder,25.0,113.99999999999999,22.0,0.0,2.1999999999999997,1.9,2026-01-03,Saturday,29DEC25
,Chia Seeds,30.0,128.1,5.79,9.81,2.61,8.4,2026-01-03,Saturday,29DEC25
,Milled Flaxseed,15.0,79.95,3.0,4.005,1.0050000000000001,6.495,2026-01-03,Saturday,29DEC25
,Mixed Chicken,200.0,320,45.6,0.0,0.0,11.200000000000001,2026-01-03,Saturday,29DEC25
,Microwaveable Rice 250g packet,1.0,378,8.6,5.6,70.0,0.0,2026-01-03,Saturday,29DEC25
,Mixed Vegetables,200.0,122,6.800000000000001,8.6,14.399999999999999,2.1999999999999997,2026-01-03,Saturday,29DEC25
,Oats,80.0,337.59999999999997,6.959999999999999,9.280000000000001,35.76,3.2,2026-01-04,Sunday,29DEC25
,Greek Yoghurt 0%,250.0,127.5,45.25,0.0,8.0,0.0,2026-01-04,Sunday,29DEC25
,Whole Milk,175.0,106.75,5.425,0.0,8.4,5.6000000000000005,2026-01-04,Sunday,29DEC25
,Protein Powder,25.0,113.99999999999999,22.0,0.0,2.1999999999999997,1.9,2026-01-04,Sunday,29DEC25
,Chia Seeds,30.0,128.1,5.79,9.81,2.61,8.4,2026-01-04,Sunday,29DEC25
,Milled Flaxseed,15.0,79.95,3.0,4.005,1.0050000000000001,6.495,2026-01-04,Sunday,29DEC25
,Banana,1.0,105,1.3,3.1,27.0,0.4,2026-01-04,Sunday,29DEC25
,Mixed Chicken,150.0,240,34.2,0.0,0.0,8.4,2026-01-04,Sunday,29DEC25
,Microwaveable Rice 250g packet,0.75,283.5,6.449999999999999,4.199999999999999,52.5,0.0,2026-01-04,Sunday,29DEC25
,Mixed Vegetables,200.0,122,6.800000000000001,8.6,14.399999999999999,2.1999999999999997,2026-01-04,Sunday,29DEC25
,MyProtein Brownie,1.0,293,26.0,0.5,28.0,8.4,2026-01-04,Sunday,29DEC25
,Greek Yoghurt 0%,450.0,229.5,81.45,0.0,14.4,0.0,2026-01-06,Tuesday,05JAN26
,Oats,100.0,422,8.7,11.600000000000001,44.7,4.0,2026-01-06,Tuesday,05JAN26
,Whole Milk,495.0,301.95,15.345,0.0,23.76,15.84,2026-01-06,Tuesday,05JAN26
,Esquires White Chocolate Mocha,1.0,370,10.0,0.0,55.0,17.0,2026-01-06,Tuesday,05JAN26
,Bagel Thins (Buttered),1.0,180,6.0,3.0,24.0,10.0,2026-01-06,Tuesday,05JAN26
,White Wrap,2.5,450,15.0,5.0,70.0,10.0,2026-01-06,Tuesday,05JAN26
,Fried Egg (no oil),4.0,360,25.2,0.0,1.2,28.0,2026-01-06,Tuesday,05JAN26
,Oats,80.0,337.59999999999997,6.959999999999999,9.280000000000001,35.76,3.2,2026-01-07,Wednesday,05JAN26
,Greek Yoghurt 0%,150.0,76.5,27.15,0.0,4.8,0.0,2026-01-07,Wednesday,05JAN26
,Whole Milk,155.0,94.55,4.805,0.0,7.44,4.96,2026-01-07,Wednesday,05JAN26
,Chia Seeds,30.0,128.1,5.79,9.81,2.61,8.4,2026-01-07,Wednesday,05JAN26
,Milled Flaxseed,19.0,101.27,3.8000000000000003,5.073,1.2730000000000001,8.227,2026-01-07,Wednesday,05JAN26
,Frozen Berries,150.0,75,0.9,10.649999999999999,25.650000000000002,0.6,2026-01-07,Wednesday,05JAN26
,Mutant Powder (Scoop),1.0,150,22.0,2.0,10.0,1.2,2026-01-07,Wednesday,05JAN26
,Whole Milk,250.0,152.5,7.75,0.0,12.0,8.0,2026-01-07,Wednesday,05JAN26
,Banana,1.0,105,1.3,3.0,27.0,0.3,2026-01-07,Wednesday,05JAN26
,Mixed Vegetables,,0,0.0,0.0,0.0,0.0,2026-01-07,Wednesday,05JAN26
,Mixed Chicken,100.0,160,22.8,0.0,0.0,5.6000000000000005,2026-01-07,Wednesday,05JAN26
,Microwaveable Rice 250g packet,0.5,189,4.3,2.8,35.0,0.0,2026-01-07,Wednesday,05JAN26
,Greek Yoghurt 0%,450.0,229.5,81.45,0.0,14.4,0.0,2026-01-13,Tuesday,12JAN26
,Oats,100.0,422,8.7,11.600000000000001,44.7,4.0,2026-01-13,Tuesday,12JAN26
,Whole Milk,495.0,301.95,15.345,0.0,23.76,15.84,2026-01-13,Tuesday,12JAN26
,Esquires White Chocolate Mocha,1.0,370,10.0,0.0,55.0,17.0,2026-01-13,Tuesday,12JAN26
,Bagel Thins (Buttered),1.0,180,6.0,3.0,24.0,10.0,2026-01-13,Tuesday,12JAN26
,White Wrap,2.5,450,15.0,5.0,70.0,10.0,2026-01-13,Tuesday,12JAN26
,Fried Egg (no oil),4.0,360,25.2,0.0,1.2,28.0,2026-01-13,Tuesday,12JAN26
,Oats,80.0,337.59999999999997,6.959999999999999,9.280000000000001,35.76,3.2,2026-01-14,Wednesday,12JAN26
,Greek Yoghurt 0%,150.0,76.5,27.15,0.0,4.8,0.0,2026-01-14,Wednesday,12JAN26
,Whole Milk,155.0,94.55,4.805,0.0,7.44,4.96,2026-01-14,Wednesday,12JAN26
,Chia Seeds,30.0,128.1,5.79,9.81,2.61,8.4,2026-01-14,Wednesday,12JAN26
,Milled Flaxseed,19.0,101.27,3.8000000000000003,5.073,1.2730000000000001,8.227,2026-01-14,Wednesday,12JAN26
,Frozen Berries,150.0,75,0.9,10.649999999999999,25.650000000000002,0.6,2026-01-14,Wednesday,12JAN26
,Mutant Powder (Scoop),1.0,150,22.0,2.0,10.0,1.2,2026-01-14,Wednesday,12JAN26
,Whole Milk,250.0,152.5,7.75,0.0,12.0,8.0,2026-01-14,Wednesday,12JAN26
,Banana,1.0,105,1.3,3.0,27.0,0.3,2026-01-14,Wednesday,12JAN26
,Mixed Vegetables,,0,0.0,0.0,0.0,0.0,2026-01-14,Wednesday,12JAN26
,Mixed Chicken,100.0,160,22.8,0.0,0.0,5.6000000000000005,2026-01-14,Wednesday,12JAN26
,Microwaveable Rice 250g packet,0.5,189,4.3,2.8,35.0,0.0,2026-01-14,Wednesday,12JAN26
,Oats,80.0,337.59999999999997,6.959999999999999,9.280000000000001,35.76,3.2,2026-01-17,Saturday,12JAN26
,Greek Yoghurt 0%,125.0,63.75,22.625,0.0,4.0,0.0,2026-01-17,Saturday,12JAN26
,Whole Milk,155.0,94.55,4.805,0.0,7.44,4.96,2026-01-17,Saturday,12JAN26
,Chia Seeds,9.0,38.42999999999999,1.737,2.943,0.7829999999999999,2.5200000000000005,2026-01-17,Saturday,12JAN26
,Milled Flaxseed,30.0,159.9,6.0,8.01,2.0100000000000002,12.99,2026-01-17,Saturday,12JAN26
,Frozen Berries,150.0,75,0.9,10.649999999999999,25.650000000000002,0.6,2026-01-17,Saturday,12JAN26
,Mutant Powder (Scoop),1.0,150,22.0,2.0,10.0,1.2,2026-01-17,Saturday,12JAN26
,Mixed Vegetables,200.0,122,6.800000000000001,8.6,14.399999999999999,2.1999999999999997,2026-01-17,Saturday,12JAN26
,Mixed Chicken,200.0,320,45.6,0.0,0.0,11.200000000000001,2026-01-17,Saturday,12JAN26
,Microwaveable Rice 250g packet,1.0,378,8.6,5.6,70.0,0.0,2026-01-17,Saturday,12JAN26
,Oats,80.0,337.59999999999997,6.959999999999999,9.280000000000001,35.76,3.2,2026-01-18,Sunday,12JAN26
,Greek Yoghurt 0%,125.0,63.75,22.625,0.0,4.0,0.0,2026-01-18,Sunday,12JAN26
,Whole Milk,155.0,94.55,4.805,0.0,7.44,4.96,2026-01-18,Sunday,12JAN26
,Chia Seeds,9.0,38.42999999999999,1.737,2.943,0.7829999999999999,2.5200000000000005,2026-01-18,Sunday,12JAN26
,Milled Flaxseed,30.0,159.9,6.0,8.01,2.0100000000000002,12.99,2026-01-18,Sunday,12JAN26
,Frozen Berries,150.0,75,0.9,10.649999999999999,25.650000000000002,0.6,2026-01-18,Sunday,12JAN26
,Mutant Powder (Scoop),1.0,150,22.0,2.0,10.0,1.2,2026-01-18,Sunday,12JAN26
,Mixed Vegetables,200.0,122,6.800000000000001,8.6,14.399999999999999,2.1999999999999997,2026-01-18,Sunday,12JAN26
,Mixed Chicken,200.0,320,45.6,0.0,0.0,11.200000000000001,2026-01-18,Sunday,12JAN26
,Microwaveable Rice 250g packet,1.0,378,8.6,5.6,70.0,0.0,2026-01-18,Sunday,12JAN26
,Greek Yoghurt 0%,450.0,229.5,81.45,0.0,14.4,0.0,2026-01-20,Tuesday,19JAN26
,Oats,100.0,422,8.7,11.600000000000001,44.7,4.0,2026-01-20,Tuesday,19JAN26
,Whole Milk,495.0,301.95,15.345,0.0,23.76,15.84,2026-01-20,Tuesday,19JAN26
,Esquires White Chocolate Mocha,1.0,370,10.0,0.0,55.0,17.0,2026-01-20,Tuesday,19JAN26
,Bagel Thins (Buttered),1.0,180,6.0,3.0,24.0,10.0,2026-01-20,Tuesday,19JAN26
,White Wrap,2.5,450,15.0,5.0,70.0,10.0,2026-01-20,Tuesday,19JAN26
,Fried Egg (no oil),4.0,360,25.2,0.0,1.2,28.0,2026-01-20,Tuesday,19JAN26
,Oats,80.0,337.59999999999997,6.959999999999999,9.280000000000001,35.76,3.2,2026-01-21,Wednesday,19JAN26
,Greek Yoghurt 0%,150.0,76.5,27.15,0.0,4.8,0.0,2026-01-21,Wednesday,19JAN26
,Whole Milk,155.0,94.55,4.805,0.0,7.44,4.96,2026-01-21,Wednesday,19JAN26
,Chia Seeds,30.0,128.1,5.79,9.81,2.61,8.4,2026-01-21,Wednesday,19JAN26
,Milled Flaxseed,19.0,101.27,3.8000000000000003,5.073,1.2730000000000001,8.227,2026-01-21,Wednesday,19JAN26
,Frozen Berries,150.0,75,0.9,10.649999999999999,25.650000000000002,0.6,2026-01-21,Wednesday,19JAN26
,Mutant Powder (Scoop),1.0,150,22.0,2.0,10.0,1.2,2026-01-21,Wednesday,19JAN26
,Whole Milk,250.0,152.5,7.75,0.0,12.0,8.0,2026-01-21,Wednesday,19JAN26
,Banana,1.0,105,1.3,3.0,27.0,0.3,2026-01-21,Wednesday,19JAN26
,Mixed Vegetables,,0,0.0,0.0,0.0,0.0,2026-01-21,Wednesday,19JAN26
,Mixed Chicken,100.0,160,22.8,0.0,0.0,5.6000000000000005,2026-01-21,Wednesday,19JAN26
,Microwaveable Rice 250g packet,0.5,189,4.3,2.8,35.0,0.0,2026-01-21,Wednesday,19JAN26
,Oats,80.0,337.59999999999997,6.959999999999999,9.280000000000001,35.76,3.2,2026-01-24,Saturday,19JAN26
,Greek Yoghurt 0%,125.0,63.75,22.625,0.0,4.0,0.0,2026-01-24,Saturday,19JAN26
,Whole Milk,155.0,94.55,4.805,0.0,7.44,4.96,2026-01-24,Saturday,19JAN26
,Chia Seeds,9.0,38.42999999999999,1.737,2.943,0.7829999999999999,2.5200000000000005,2026-01-24,Saturday,19JAN26
,Milled Flaxseed,30.0,159.9,6.0,8.01,2.0100000000000002,12.99,2026-01-24,Saturday,19JAN26
,Frozen Berries,150.0,75,0.9,10.649999999999999,25.650000000000002,0.6,2026-01-24,Saturday,19JAN26
,Mutant Powder (Scoop),1.0,150,22.0,2.0,10.0,1.2,2026-01-24,Saturday,19JAN26
,Mixed Vegetables,200.0,122,6.800000000000001,8.6,14.399999999999999,2.1999999999999997,2026-01-24,Saturday,19JAN26
,Mixed Chicken,200.0,320,45.6,0.0,0.0,11.200000000000001,2026-01-24,Saturday,19JAN26
,Microwaveable Rice 250g packet,1.0,378,8.6,5.6,70.0,0.0,2026-01-24,Saturday,19JAN26
,Oats,60.0,253.2,5.22,6.96,26.82,2.4,2026-01-25,Sunday,19JAN26
,Greek Yoghurt 0%,125.0,63.75,22.625,0.0,4.0,0.0,2026-01-25,Sunday,19JAN26
,Whole Milk,155.0,94.55,4.805,0.0,7.44,4.96,2026-01-25,Sunday,19JAN26
,Chia Seeds,30.0,128.1,5.79,9.81,2.61,8.4,2026-01-25,Sunday,19JAN26
,Milled Flaxseed,15.0,79.95,3.0,4.005,1.0050000000000001,6.495,2026-01-25,Sunday,19JAN26
,Frozen Berries,,0,0.0,0.0,0.0,0.0,2026-01-25,Sunday,19JAN26
,Mutant Powder (Scoop),1.0,150,22.0,2.0,10.0,1.2,2026-01-25,Sunday,19JAN26
,Protein Bar,2.0,422,42.0,0.0,40.0,20.0,2026-01-25,Sunday,19JAN26
,Striploin Steak (100g),2.2,440.00000000000006,46.2,0.0,0.0,28.6,2026-01-25,Sunday,19JAN26
,Microwaveable Rice 250g packet,1.0,378,8.6,5.6,70.0,0.0,2026-01-25,Sunday,19JAN26
,Striploin Steak (100g),2.2,440.00000000000006,46.2,0.0,0.0,28.6,2026-01-27,Tuesday,26Jan26
,Oats,50.0,211,4.35,5.800000000000001,22.35,2.0,2026-02-01,Sunday,26Jan26
,Greek Yoghurt 0%,207.0,105.57000000000001,37.467,0.0,6.6240000000000006,0.0,2026-02-01,Sunday,26Jan26
,Whole Milk,155.0,94.55,4.805,0.0,7.44,4.96,2026-02-01,Sunday,26Jan26
,Chia Seeds,30.0,128.1,5.79,9.81,2.61,8.4,2026-02-01,Sunday,26Jan26
,Milled Flaxseed,10.0,53.3,2.0,2.67,0.67,4.33,2026-02-01,Sunday,26Jan26
,Frozen Berries,125.0,62.5,0.75,8.875,21.375,0.5,2026-02-01,Sunday,26Jan26
,Mutant Powder (Scoop),1.0,150,22.0,2.0,10.0,1.2,2026-02-01,Sunday,26Jan26
,Protein Bar,1.0,211,21.0,0.0,20.0,10.0,2026-02-01,Sunday,26Jan26
,Protein Bar,1.0,211,21.0,0.0,20.0,10.0,2026-02-05,Thursday,02Feb26
,Banana,1.0,105,1.3,3.0,27.0,0.3,2026-02-05,Thursday,02Feb26
,Iceberg Lettuce (100g),2.6,52,1.8199999999999998,2.6,5.2,0.0,2026-02-05,Thursday,02Feb26
,White Bread (Slice),4.0,360,12.0,4.0,60.0,4.0,2026-02-06,Friday,02Feb26
,White Wrap,1.0,180,6.0,2.0,28.0,4.0,2026-02-06,Friday,02Feb26
,Protein Bar,,0,0.0,0.0,0.0,0.0,2026-02-06,Friday,02Feb26
,Oats,80.0,337.59999999999997,6.959999999999999,9.280000000000001,35.76,3.2,2026-02-06,Friday,02Feb26
,Chia Seeds,30.0,128.1,5.79,9.81,2.61,8.4,2026-02-06,Friday,02Feb26
,Milled Flaxseed,15.0,79.95,3.0,4.005,1.0050000000000001,6.495,2026-02-06,Friday,02Feb26
,Mutant Powder (Scoop),1.0,150,22.0,2.0,10.0,1.2,2026-02-06,Friday,02Feb26
,Frozen Berries,80.0,40,0.48,5.68,13.680000000000001,0.32,2026-02-06,Friday,02Feb26
,Greek Yoghurt 0%,200.0,102,36.199999999999996,0.0,6.4,0.0,2026-02-06,Friday,02Feb26
,Whole Milk,155.0,94.55,4.805,0.0,7.44,4.96,2026-02-06,Friday,02Feb26
,Turkey Burger (100g),4.0,420,76.0,5.6,14.0,5.6,2026-02-06,Friday,02Feb26
,Fitfuel Pasta and Chicken,1.0,500,44.0,0.0,0.0,0.0,2026-02-07,Saturday,02Feb26
,Grenade Protein Bar (Oreo),1.0,232,21.0,0.9,20.0,10.0,2026-02-07,Saturday,02Feb26
,Oats,80.0,337.59999999999997,6.959999999999999,9.280000000000001,35.76,3.2,2026-02-08,Sunday,02Feb26
,Chia Seeds,30.0,128.1,5.79,9.81,2.61,8.4,2026-02-08,Sunday,02Feb26
,Milled Flaxseed,15.0,79.95,3.0,4.005,1.0050000000000001,6.495,2026-02-08,Sunday,02Feb26
,Mutant Powder (Scoop),1.0,150,22.0,2.0,10.0,1.2,2026-02-08,Sunday,02Feb26
,"Blueberry (100g, Frozen)",0.8,44,0.5599999999999999,2.0,10.0,0.5599999999999999,2026-02-08,Sunday,02Feb26
,Greek Yoghurt 0%,200.0,102,36.199999999999996,0.0,6.4,0.0,2026-02-08,Sunday,02Feb26
,Light Milk (100ml),1.55,72.85000000000001,5.425,0.0,7.595000000000001,2.325,2026-02-08,Sunday,02Feb26
,Protein Bar,1.0,211,21.0,0.0,20.0,10.0,2026-02-08,Sunday,02Feb26
,Salmon Darne (100g),2.4,484.79999999999995,43.68,0.0,5.52,31.92,2026-02-08,Sunday,02Feb26
,Microwaveable Rice 250g packet,1.0,378,8.6,5.6,70.0,0.0,2026-02-08,Sunday,02Feb26
,Frozen Country Veg (1g),,0,0.0,0.0,0.0,0.0,2026-02-08,Sunday,02Feb26
,Red Onion (100g),2.0,84,2.0,2.8,20.0,0.2,2026-02-08,Sunday,02Feb26
,Turkey Burger (100g),2.0,210,38.0,2.8,7.0,2.8,2026-02-08,Sunday,02Feb26
,Oats,70.0,295.4,6.09,8.120000000000001,31.29,2.8000000000000003,2026-02-09,Monday,09Feb26
,Chia Seeds,30.0,128.1,5.79,9.81,2.61,8.4,2026-02-09,Monday,09Feb26
,Milled Flaxseed,15.0,79.95,3.0,4.005,1.0050000000000001,6.495,2026-02-09,Monday,09Feb26
,Mutant Powder (Scoop),1.0,150,22.0,2.0,10.0,1.2,2026-02-09,Monday,09Feb26
,"Blueberry (100g, Frozen)",0.8,44,0.5599999999999999,2.0,10.0,0.5599999999999999,2026-02-09,Monday,09Feb26
,Greek Yoghurt 0%,200.0,102,36.199999999999996,0.0,6.4,0.0,2026-02-09,Monday,09Feb26
,Light Milk (100ml),1.55,72.85000000000001,5.425,0.0,7.595000000000001,2.325,2026-02-09,Monday,09Feb26
,Egg (Hardboiled),2.0,160,13.0,0.0,2.0,10.0,2026-02-09,Monday,09Feb26
,"Acai Bowl (Small, Dried Fruit, No Granola)",1.0,250,3.0,5.0,30.0,5.0,2026-02-09,Monday,09Feb26
,Fried Egg (no oil),1.0,90,6.3,0.0,0.3,7.0,2026-02-09,Monday,09Feb26
,Chicken Main 400 Kcal (SAP),1.0,400,34.0,6.0,47.0,11.0,2026-02-09,Monday,09Feb26
,Veg Soup (SAP),1.0,200,6.0,5.0,33.0,6.0,2026-02-09,Monday,09Feb26
,"Quinoa, Rocket, and Roasted Roots (SAP)",1.0,200,6.0,6.0,35.0,6.0,2026-02-09,Monday,09Feb26
,Banana,1.0,105,1.3,3.0,27.0,0.3,2026-02-09,Monday,09Feb26
,White Bread (Slice),2.0,180,6.0,2.0,30.0,2.0,2026-02-09,Monday,09Feb26
,Egg (Hardboiled),3.0,240,19.5,0.0,3.0,15.0,2026-02-10,Tuesday,09Feb26
,Oats,60.0,253.2,5.22,6.96,26.82,2.4,2026-02-10,Tuesday,09Feb26
,Whole Milk,170.0,103.7,5.27,0.0,8.16,5.44,2026-02-10,Tuesday,09Feb26
,Protein Bar,1.0,211,21.0,0.0,20.0,10.0,2026-02-10,Tuesday,09Feb26
,Chicken Main 400 Kcal (SAP),1.0,400,34.0,6.0,47.0,11.0,2026-02-10,Tuesday,09Feb26
,Veg Soup (SAP),1.0,200,6.0,5.0,33.0,6.0,2026-02-10,Tuesday,09Feb26
,"Quinoa, Rocket, and Roasted Roots (SAP)",1.0,200,6.0,6.0,35.0,6.0,2026-02-10,Tuesday,09Feb26
,Banana,1.0,105,1.3,3.0,27.0,0.3,2026-02-10,Tuesday,09Feb26
,Oats,60.0,253.2,5.22,6.96,26.82,2.4,2026-02-10,Tuesday,09Feb26
,Chia Seeds,20.0,85.39999999999999,3.8600000000000003,6.54,1.7399999999999998,5.6000000000000005,2026-02-10,Tuesday,09Feb26
,Milled Flaxseed,15.0,79.95,3.0,4.005,1.0050000000000001,6.495,2026-02-10,Tuesday,09Feb26
,Protein Powder,30.0,136.79999999999998,26.4,0.0,2.6399999999999997,2.28,2026-02-10,Tuesday,09Feb26
,"Blueberry (100g, Frozen)",0.8,44,0.5599999999999999,2.0,10.0,0.5599999999999999,2026-02-10,Tuesday,09Feb26
,Greek Yoghurt 0%,200.0,102,36.199999999999996,0.0,6.4,0.0,2026-02-10,Tuesday,09Feb26
,Light Milk (100ml),1.55,72.85000000000001,5.425,0.0,7.595000000000001,2.325,2026-02-10,Tuesday,09Feb26
,Oats,50.0,211,4.35,5.800000000000001,22.35,2.0,2026-02-11,Wednesday,09Feb26
,Chia Seeds,20.0,85.39999999999999,3.8600000000000003,6.54,1.7399999999999998,5.6000000000000005,2026-02-11,Wednesday,09Feb26
,Milled Flaxseed,15.0,79.95,3.0,4.005,1.0050000000000001,6.495,2026-02-11,Wednesday,09Feb26
,Protein Powder,30.0,136.79999999999998,26.4,0.0,2.6399999999999997,2.28,2026-02-11,Wednesday,09Feb26
,"Blueberry (100g, Frozen)",0.8,44,0.5599999999999999,2.0,10.0,0.5599999999999999,2026-02-11,Wednesday,09Feb26
,Greek Yoghurt 0%,210.0,107.10000000000001,38.01,0.0,6.72,0.0,2026-02-11,Wednesday,09Feb26
,Light Milk (100ml),1.55,72.85000000000001,5.425,0.0,7.595000000000001,2.325,2026-02-11,Wednesday,09Feb26
,Chicken Main 400 Kcal (SAP),1.0,400,34.0,6.0,47.0,11.0,2026-02-11,Wednesday,09Feb26
,Veg Soup (SAP),1.0,200,6.0,5.0,33.0,6.0,2026-02-11,Wednesday,09Feb26
,"Quinoa, Rocket, and Roasted Roots (SAP)",1.5,300,9.0,9.0,52.5,9.0,2026-02-11,Wednesday,09Feb26
,Banana,1.0,105,1.3,3.0,27.0,0.3,2026-02-11,Wednesday,09Feb26
,Protein Bar,1.0,211,21.0,0.0,20.0,10.0,2026-02-11,Wednesday,09Feb26
,Kiwi,3.0,138,2.7,4.800000000000001,32.400000000000006,0.8999999999999999,2026-02-11,Wednesday,09Feb26
,Egg (Hardboiled),3.0,240,19.5,0.0,3.0,15.0,2026-02-11,Wednesday,09Feb26
,Oats,50.0,211,4.35,5.800000000000001,22.35,2.0,2026-02-17,Tuesday,16Feb26
,Chia Seeds,15.0,64.05,2.895,4.905,1.305,4.2,2026-02-17,Tuesday,16Feb26
,Milled Flaxseed,15.0,79.95,3.0,4.005,1.0050000000000001,6.495,2026-02-17,Tuesday,16Feb26
,Protein Powder,30.0,136.79999999999998,26.4,0.0,2.6399999999999997,2.28,2026-02-17,Tuesday,16Feb26
,"Blueberry (100g, Frozen)",0.8,44,0.5599999999999999,2.0,10.0,0.5599999999999999,2026-02-17,Tuesday,16Feb26
,Greek Yoghurt 0%,210.0,107.10000000000001,38.01,0.0,6.72,0.0,2026-02-17,Tuesday,16Feb26
,Whole Milk,155.0,94.55,4.805,0.0,7.44,4.96,2026-02-17,Tuesday,16Feb26
,Soup of the Day (SAP),1.0,200,6.0,6.0,32.0,6.0,2026-02-17,Tuesday,16Feb26
,"Mixed Leaves (SAP, 200 kcal)",1.0,100,3.0,3.0,7.0,1.0,2026-02-17,Tuesday,16Feb26
,"Chicken Thighs and Rice (SAP,  600 Kcal)",1.0,600,35.0,3.0,55.0,27.0,2026-02-17,Tuesday,16Feb26
,"Mixed Leaves (SAP, 200 kcal)",1.0,100,3.0,3.0,7.0,1.0,2026-02-17,Tuesday,16Feb26
,Banana,1.0,105,1.3,3.0,27.0,0.3,2026-02-17,Tuesday,16Feb26
,Striploin Steak (100g),1.1,220.00000000000003,23.1,0.0,0.0,14.3,2026-02-17,Tuesday,16Feb26
,Fried Egg (no oil),2.0,180,12.6,0.0,0.6,14.0,2026-02-17,Tuesday,16Feb26
,Red Lentils,125.0,162.5,11.75,13.25,65.0,0.75,2026-02-17,Tuesday,16Feb26
05:25:00,Oats,50.0,211,4.35,5.800000000000001,22.35,2.0,2026-02-18,Wednesday,16Feb26
